name,height,weight,reach,stance,dob
Mauricio Ruffy,180.3,155.0,75.0,Orthodox,"Jun 17, 1996"
Eddie Ruiz,170.2,155.0,,Orthodox,"Jun 10, 1967"
Anthony Ruiz,188.0,205.0,,Orthodox,"Nov 03, 1977"
Paul Ruiz,167.6,135.0,,,"Jun 23, 1987"
Montserrat Conejo Ruiz,152.4,115.0,61.0,Southpaw,"Feb 03, 1993"
Mike Russow,185.4,255.0,73.0,Orthodox,"Sep 11, 1976"
Bas Rutten,185.4,205.0,,Orthodox,"Feb 24, 1965"
Mashrabjon Ruzibaev,172.7,155.0,67.0,Orthodox,"Feb 16, 1996"
Nursulton Ruziboev,195.6,185.0,76.0,Orthodox,"Nov 19, 1993"
Casey Ryan,,185.0,,,"Jun 27, 1987"
Yusup Saadulaev,167.6,135.0,,,"Mar 31, 1985"
Cameron Saaiman,172.7,135.0,67.0,Southpaw,"Dec 20, 2000"
Pete Sabala,,135.0,,,
Danny Sabatello,177.8,135.0,71.0,Orthodox,"Mar 31, 1993"
Pat Sabatini,172.7,145.0,70.0,Orthodox,"Nov 09, 1990"
Amir Sadollah,177.8,170.0,75.0,Orthodox,"Aug 27, 1980"
Nazim Sadykhov,177.8,155.0,69.0,Southpaw,"May 16, 1994"
Frankie Saenz,167.6,135.0,66.0,Orthodox,"Aug 12, 1980"
Terrance Saeteurn,167.6,125.0,67.0,Orthodox,"May 30, 1995"
Saparbeg Safarov,185.4,185.0,78.0,Orthodox,"Oct 14, 1986"
Tarec Saffiedine,177.8,170.0,70.0,Switch,"Sep 06, 1986"
Jason Saggo,180.3,155.0,71.0,Orthodox,"Nov 23, 1985"
Kiru Sahota,177.8,125.0,73.0,Orthodox,"May 28, 1995"
Tatsuya Saika,182.9,155.0,73.0,Orthodox,"Sep 18, 1990"
Mridul Saikia,170.2,125.0,68.0,Orthodox,"May 09, 1997"
Kaushik Saikumar,177.8,135.0,71.0,Orthodox,"Dec 11, 1997"
Benoit Saint Denis,180.3,155.0,73.0,Southpaw,"Dec 18, 1995"
Ovince Saint Preux,190.5,205.0,80.0,Southpaw,"Apr 08, 1983"
Lukasz Sajewski,172.7,155.0,71.0,Orthodox,"Nov 27, 1990"
Yukio Sakaguchi,175.3,185.0,,Orthodox,"Jul 26, 1973"
Augusto Sakai,190.5,265.0,77.0,Orthodox,"May 09, 1991"
Alessio Sakara,182.9,185.0,72.0,Orthodox,"Sep 02, 1981"
Wataru Sakata,175.3,195.0,,Southpaw,"Mar 11, 1973"
Gokhan Saki,182.9,205.0,73.0,Orthodox,"Oct 19, 1983"
Kazushi Sakuraba,182.9,185.0,,Southpaw,"Jul 14, 1969"
Hayato Sakurai,170.2,168.0,,Orthodox,"Aug 24, 1975"
Ryuta Sakurai,170.2,183.0,,Orthodox,"Sep 18, 1971"
Justin Salas,172.7,155.0,70.0,Southpaw,"Mar 13, 1982"
Ivan Salaverry,182.9,185.0,,Orthodox,"Jan 11, 1971"
Roman Salazar,170.2,135.0,,Orthodox,"Feb 21, 1988"
Luis Saldana,180.3,145.0,73.0,Orthodox,"Jan 27, 1991"
John Salgado,177.8,170.0,,,
Muslim Salikhov,180.3,170.0,70.0,Orthodox,"Jun 09, 1984"
Gabriel Salinas-Jones,185.4,245.0,,,"Nov 20, 1984"
Brandon Saling,177.8,170.0,,,"Jan 28, 1986"
Quillan Salkilld,182.9,155.0,75.0,Orthodox,"Dec 28, 1999"
Sean Salmon,177.8,185.0,,Southpaw,"Sep 11, 1977"
Boston Salmon,175.3,135.0,69.0,Southpaw,"Nov 20, 1990"
John Salter,185.4,185.0,74.0,Southpaw,"Mar 21, 1985"
Vinicius Salvador,170.2,135.0,70.0,Southpaw,"Jul 24, 1996"
Dylan Salvador,175.3,155.0,69.0,Southpaw,"May 20, 1993"
Josh Samman,190.5,185.0,79.0,Orthodox,"Mar 14, 1988"
Johnny Sampaio,172.7,170.0,,Orthodox,"Sep 11, 1975"
Josh Sampo,162.6,125.0,64.0,Orthodox,"Jul 24, 1984"
Josh San Diego,177.8,135.0,,,
Samuel Sanches,177.8,155.0,74.0,Orthodox,"Jan 28, 2003"
Diego Sanchez,177.8,170.0,72.0,Southpaw,"Dec 31, 1981"
Eddie Sanchez,188.0,230.0,74.0,Orthodox,"Nov 04, 1982"
Julian Sanchez,190.5,300.0,,Orthodox,
Bobby Sanchez,170.2,155.0,,Orthodox,"Dec 15, 1989"
Donald Sanchez,177.8,145.0,,,"Aug 18, 1984"
Joby Sanchez,167.6,135.0,68.0,Orthodox,"Jun 24, 1991"
Emmanuel Sanchez,175.3,145.0,71.0,,"Aug 11, 1990"
Erick Sanchez,177.8,145.0,,,"Oct 04, 1990"
Andrew Sanchez,185.4,185.0,74.0,Orthodox,"Apr 08, 1988"
Robert Sanchez,167.6,125.0,66.0,Orthodox,"Mar 05, 1986"
Jesse Sanders,182.9,170.0,,Orthodox,
Luke Sanders,167.6,135.0,67.0,Southpaw,"Dec 12, 1985"
Jerrod Sanders,172.7,135.0,72.0,Orthodox,"Oct 01, 1979"
Cory Sandhagen,180.3,135.0,70.0,Switch,"Apr 20, 1992"
Hugo Sandoval,,135.0,,,
Raul Sandoval,,130.0,,,
Joseph Sandoval,170.2,135.0,,Southpaw,"May 11, 1986"
Hector Sandoval,157.5,125.0,64.0,Orthodox,"Jul 19, 1986"
Chris Sanford,180.3,185.0,,Orthodox,"Mar 12, 1968"
Roldan Sangcha'an,162.6,125.0,,Orthodox,"Dec 04, 1990"
Yuhi Sano,180.3,243.0,,Orthodox,"Feb 02, 1965"
Martin Sano,180.3,170.0,75.0,Orthodox,"May 30, 1991"
Jonathan Santa Maria,175.3,125.0,,,
Duda Santana,170.2,145.0,73.0,Orthodox,"Jan 10, 1996"
Shaheen Santana,185.4,155.0,75.0,Orthodox,"Jun 04, 1991"
Neemias Santana,188.0,185.0,76.0,Orthodox,"Jul 10, 1996"
Sean Santella,165.1,125.0,,,"Oct 25, 1984"
Jorge Santiago,185.4,170.0,75.0,Orthodox,"Oct 09, 1980"
Mike Santiago,177.8,145.0,69.0,Orthodox,"Jul 28, 1989"
Will Santiago,170.2,185.0,,Orthodox,"Feb 08, 1983"
Richie Santiago,170.2,135.0,67.0,Southpaw,"Oct 10, 1992"
Jose Santibanez,,155.0,,,"Jan 18, 1980"
Art Santore,188.0,185.0,,,"Oct 26, 1972"
Adriano Santos,,,,,
Paulo Santos,,,,,
Evangelista Santos,177.8,170.0,76.0,Orthodox,"Dec 12, 1977"
Luis Santos,185.4,170.0,,Southpaw,"Jan 02, 1980"
Iliarde Santos,165.1,125.0,67.0,Orthodox,"Sep 25, 1980"
Leonardo Santos,182.9,155.0,75.0,Orthodox,"Feb 05, 1980"
Thiago Santos,188.0,205.0,76.0,Orthodox,"Jan 07, 1984"
Bruno Santos,175.3,185.0,,Orthodox,"Jul 17, 1987"
Andre Santos,182.9,170.0,,,
Gleristone Santos,175.3,145.0,,,"Aug 20, 1988"
Yana Santos,167.6,135.0,68.0,Orthodox,"Nov 11, 1989"
Taila Santos,167.6,125.0,68.0,Orthodox,"Jun 22, 1993"
Marilia Santos,162.6,125.0,,Orthodox,"Dec 12, 1992"
Edivan Santos,193.0,248.0,78.0,Orthodox,"May 03, 1992"
Daniel Santos,170.2,145.0,67.0,Orthodox,"Mar 12, 1995"
Gabriel Santos,175.3,145.0,70.0,Orthodox,"Nov 28, 1996"
Luana Santos,167.6,135.0,67.0,Orthodox,"Apr 16, 2000"
Djorden Santos,182.9,185.0,75.0,Orthodox,"Aug 01, 1997"
Mairon Santos,170.2,145.0,72.0,Orthodox,"Jun 10, 2000"
Nick Sanzo,175.3,190.0,,,"Jan 16, 1963"
Bob Sapp,195.6,350.0,,Orthodox,"Sep 22, 1974"
Daniel Sarafian,175.3,185.0,73.0,Orthodox,"Aug 21, 1982"
Jeka Saragih,172.7,145.0,69.0,Orthodox,"Jan 01, 1995"
Diego Saraiva,167.6,155.0,,Orthodox,"Apr 23, 1982"
Gokhan Saricam,,265.0,,,"Feb 26, 1991"
Harris Sarmiento,175.3,155.0,,Orthodox,"Sep 09, 1983"
Alexander Sarnavskiy,180.3,155.0,,,"Jan 17, 1989"
Yuki Sasaki,188.0,185.0,,Orthodox,"Sep 12, 1976"
Kyosuke Sasaki,170.2,183.0,,Southpaw,"Oct 07, 1979"
Yuta Sasaki,177.8,125.0,71.0,Southpaw,"Oct 07, 1989"
Paul Sass,182.9,155.0,73.0,Orthodox,"Aug 04, 1988"
Keisuke Sasu,165.1,145.0,69.0,Switch,"Sep 30, 1994"
Masaaki Satake,185.4,220.0,,Orthodox,"Aug 17, 1965"
Takenori Sato,177.8,170.0,,Southpaw,"Jun 08, 1985"
Takashi Sato,177.8,170.0,73.0,Southpaw,"Jun 09, 1990"
Shogo Sato,170.2,170.0,66.0,Southpaw,"Jun 08, 1993"
Uran Satybaldiev,193.0,205.0,79.0,Orthodox,"Aug 10, 1994"
Jeimeson Saudino,167.6,135.0,,,"Mar 05, 1991"
Tom Sauer,185.4,263.0,,,"Nov 11, 1970"
Townsend Saunders,165.1,170.0,,Orthodox,
Ben Saunders,188.0,170.0,77.0,Orthodox,"Apr 13, 1983"
Chad W. Saunders,177.8,170.0,,Orthodox,
Chris Saunders,172.7,155.0,,,"Mar 11, 1986"
Christien Savoie,180.3,170.0,72.0,Orthodox,"Aug 29, 1992"
Lumumba Sayers,182.9,185.0,,,"Jun 30, 1978"
Matt Sayles,170.2,155.0,68.0,Orthodox,"Feb 21, 1994"
Brandon Sayles,195.6,265.0,,,"Apr 23, 1981"
Mikheil Sazhiniani,182.9,205.0,71.0,Orthodox,"Oct 05, 1996"
Mark Scanlon,175.3,170.0,,Orthodox,
Eric Schafer,190.5,185.0,76.0,Orthodox,"Sep 20, 1977"
Kerry Schall,188.0,265.0,,Orthodox,"Aug 09, 1971"
Eric Schambari,180.3,185.0,,Orthodox,"Apr 22, 1978"
Brendan Schaub,193.0,245.0,78.0,Orthodox,"Mar 18, 1983"
Matheus Scheffel,188.0,205.0,75.0,Orthodox,"Nov 04, 1992"
Antonio Schembri,175.3,205.0,,Orthodox,"Jun 01, 1974"
Fabiano Scherner,190.5,257.0,,Orthodox,"Jun 30, 1972"
Samy Schiavo,172.7,155.0,,Orthodox,"Dec 24, 1975"
Pat Schilling,172.7,145.0,,Orthodox,"Aug 28, 1988"
Joe Schilling,190.5,185.0,,,
Semmy Schilt,208.3,265.0,,Orthodox,"Oct 27, 1973"
Adam Schindler,172.7,155.0,,,"May 19, 1983"
Daniel Schmitt,,185.0,,,
Colleen Schneider,,135.0,,,"Mar 12, 1982"
Matt Schnell,172.7,125.0,70.0,Orthodox,"Jan 15, 1990"
Alex Schoenauer,190.5,185.0,,Orthodox,"May 05, 1976"
Bailey Schoenfelder,190.5,265.0,76.0,Orthodox,"Sep 22, 1997"
Darrill Schoonover,188.0,220.0,,Orthodox,"Jul 18, 1985"
Bob Schrijber,182.9,240.0,,Orthodox,"Mar 03, 1965"
Nate Schroeder,185.4,230.0,,,"Jun 02, 1973"
Lacey Schuckman,160.0,125.0,,,"Jul 16, 1988"
Mark Schultz,175.3,200.0,,Orthodox,"Oct 26, 1960"
Wes Schultz,185.4,185.0,77.0,Orthodox,"Aug 09, 1996"
Brian Schwartz,190.5,170.0,,Orthodox,
Eric Schwartz,,205.0,,,
Justin Scoggins,170.2,125.0,66.0,Southpaw,"May 02, 1992"
Brad Scott,185.4,170.0,76.0,Orthodox,"Jun 24, 1989"
Greg Scott,175.3,145.0,,,
Louis Lee Scott,172.7,135.0,70.0,Orthodox,"Feb 26, 2000"
Zachary Scroggin,190.5,170.0,74.0,Orthodox,"Mar 09, 1996"
Mike Seal,193.0,185.0,,Orthodox,"Jul 30, 1977"
Demba Seck,185.4,145.0,74.0,Orthodox,"Jul 07, 1993"
Matt Secor,182.9,170.0,,,"Sep 26, 1986"
Kenneth Seegrist,182.9,185.0,,Orthodox,"Oct 21, 1980"
Neil Seery,162.6,125.0,64.0,Orthodox,"Aug 30, 1979"
Rony Sefo,175.3,225.0,,Orthodox,"Apr 10, 1972"
Ray Sefo,182.9,240.0,,Orthodox,"Feb 15, 1971"
Brendan Seguin,182.9,185.0,,,"Jul 03, 1976"
Tetsuya Seki,177.8,155.0,,,"Feb 08, 1994"
Stefan Sekulic,182.9,170.0,75.0,Southpaw,"Feb 12, 1992"
Pete Sell,180.3,170.0,75.0,Orthodox,"Aug 05, 1982"
Matthew Semelsberger,185.4,170.0,75.0,Switch,"Nov 23, 1992"
Andrei Semenov,182.9,185.0,,Orthodox,"Jun 17, 1977"
Mackens Semerzier,175.3,145.0,72.0,Orthodox,"Nov 03, 1980"
Brandon Sene,180.3,205.0,,,"May 21, 1981"
YeDam Seo,160.0,115.0,63.0,Orthodox,"Mar 20, 1992"
DongHyun Seo,170.2,145.0,67.0,Orthodox,"Aug 22, 1990"
Kim In Seok,167.6,145.0,,Orthodox,"Oct 10, 1980"
Ray Seraille,190.5,246.0,,,"Jun 23, 1979"
Ivan Serati,182.9,205.0,,Orthodox,
Alex Serdyukov,188.0,170.0,74.0,Orthodox,"May 24, 1980"
Nicholas Sergiacomi,,170.0,,,
Matt Serra,167.6,170.0,68.0,Orthodox,"Jun 02, 1974"
Nick Serra,175.3,170.0,,Orthodox,"Mar 27, 1978"
Adrian Serrano,172.7,170.0,,,"Dec 23, 1963"
Fredy Serrano,160.0,125.0,65.0,Orthodox,"Sep 22, 1979"
Carl Seumanutafa,185.4,255.0,,Orthodox,"Jun 15, 1983"
Igor Severino,170.2,125.0,69.0,Orthodox,"Apr 21, 2003"
Dan Severn,188.0,250.0,,Southpaw,"Jun 08, 1958"
Rosi Sexton,160.0,135.0,,Orthodox,"Jul 16, 1977"
Rodrigo Sezinando,175.3,170.0,71.0,Orthodox,"Dec 11, 1997"
Scott Shaffer,170.2,145.0,,Orthodox,
Edmen Shahbazyan,188.0,185.0,75.0,Orthodox,"Nov 20, 1997"
Leon Shahbazyan,193.0,170.0,74.0,Orthodox,"Nov 18, 1995"
Don Shainis,167.6,145.0,67.0,Orthodox,"Sep 16, 1990"
Liliya Shakirova,162.6,125.0,65.0,Orthodox,"Oct 24, 1991"
Kamal Shalorus,172.7,155.0,68.0,Orthodox,"Aug 27, 1972"
Ken Shamrock,185.4,205.0,72.0,Orthodox,"Feb 11, 1964"
Frank Shamrock,177.8,185.0,,Orthodox,"Dec 08, 1972"
Shang Zhifa,170.2,125.0,63.0,Orthodox,"Mar 15, 1986"
Sean Sharaf,190.5,252.0,77.0,Orthodox,"Jul 11, 1993"
Priya Sharma,154.9,115.0,59.0,Orthodox,"Aug 29, 1991"
Jason Sharp,,205.0,,,
Eric Shelton,167.6,125.0,68.0,Orthodox,"Feb 02, 1991"
Sean Sherk,167.6,155.0,67.0,Orthodox,"Aug 05, 1973"
Chase Sherman,193.0,250.0,78.0,Orthodox,"Nov 16, 1989"
Valentina Shevchenko,165.1,125.0,66.0,Southpaw,"Mar 07, 1988"
Antonina Shevchenko,172.7,125.0,67.0,Southpaw,"Nov 20, 1984"
Shi Ming,157.5,115.0,60.0,Orthodox,"Nov 14, 1994"
Katsuyori Shibata,182.9,168.0,,Orthodox,"Nov 17, 1979"
Jake Shields,182.9,170.0,72.0,Orthodox,"Jan 09, 1979"
Henrique Shiguemoto,180.3,185.0,72.0,Orthodox,"Jun 22, 1989"
Shunichi Shimizu,165.1,135.0,,Orthodox,"Jan 31, 1985"
Wade Shipp,190.5,245.0,,Orthodox,"Feb 09, 1975"
Raja Shippen,167.6,145.0,,,"Oct 07, 1986"
Yuya Shirai,172.7,168.0,,Orthodox,"Apr 02, 1980"
Wes Shivers,203.2,,,,"Mar 08, 1977"
Alexander Shlemenko,180.3,185.0,,,"May 20, 1984"
Josh Shockley,185.4,155.0,,Orthodox,"Nov 15, 1989"
Josh Shockman,193.0,235.0,,Southpaw,"Dec 29, 1980"
Akira Shoji,172.7,195.0,,Orthodox,"Jan 31, 1974"
Liudvik Sholinian,177.8,135.0,71.0,Orthodox,"Jan 20, 1990"
Jack Shore,172.7,145.0,71.0,Orthodox,"Feb 06, 1995"
Landon Showalter,182.9,185.0,,,"Jun 14, 1976"
Ivan Shtyrkov,182.9,205.0,74.0,Orthodox,"Jun 09, 1988"
Brandon Shuey,170.2,155.0,,Orthodox,"Feb 01, 1976"
Ronal Siahaan,170.2,125.0,71.0,Southpaw,"May 05, 1996"
Sam Sicilia,172.7,145.0,67.0,Orthodox,"Feb 01, 1986"
Kiril Sidelnikov,180.3,230.0,,,"Aug 17, 1988"
Serhiy Sidey,180.3,135.0,72.0,Switch,"Jul 04, 1996"
Steven Siler,180.3,145.0,70.0,Orthodox,"Feb 15, 1987"
Siala Siliga,185.4,290.0,,Orthodox,"Oct 08, 1970"
Xavier Siller,165.1,125.0,,,"Jun 06, 1994"
Assuerio Silva,177.8,241.0,,Orthodox,"Jun 18, 1974"
Anderson Silva,188.0,185.0,77.0,Southpaw,"Apr 14, 1975"
Wanderlei Silva,180.3,205.0,74.0,Orthodox,"Jul 03, 1976"
Thiago Silva,188.0,205.0,74.0,Orthodox,"Nov 12, 1982"
Paulo Cesar Silva,226.1,385.0,,Orthodox,"Jul 21, 1963"
Jean Silva,167.6,160.0,,Orthodox,"Oct 08, 1977"
Edson Silva,,205.0,,Orthodox,
Sidney Silva,190.5,170.0,,Southpaw,"Feb 27, 1972"
Jay Silva,188.0,185.0,,Southpaw,"May 25, 1981"
Antonio Silva,193.0,264.0,82.0,Orthodox,"Sep 14, 1979"
Fabio Silva,180.3,205.0,,Orthodox,"Mar 31, 1982"
Erick Silva,182.9,170.0,74.0,Orthodox,"Jun 21, 1984"
Leandro Silva,175.3,155.0,72.0,Orthodox,"Nov 11, 1985"
Claudio Silva,180.3,170.0,71.0,Southpaw,"Sep 06, 1982"
Wagner Silva,182.9,170.0,,Orthodox,"Feb 07, 1987"
Rafael Silva,170.2,135.0,,,"Mar 20, 1985"
Joaquim Silva,172.7,155.0,69.0,Southpaw,"Feb 05, 1989"
Felipe Silva,182.9,155.0,77.0,Orthodox,"May 08, 1984"
Dayana Silva,170.2,135.0,,Orthodox,"Aug 27, 1990"
Bruno Silva,162.6,125.0,65.0,Orthodox,"Mar 16, 1990"
Gabriel Silva,167.6,135.0,71.0,Orthodox,"Aug 26, 1994"
Jacob Silva,165.1,125.0,67.0,Orthodox,"Feb 23, 1988"
Natalia Silva,162.6,125.0,65.0,Southpaw,"Feb 03, 1997"
Jansey Silva,188.0,185.0,67.0,Orthodox,"May 30, 1995"
Maria Silva,160.0,115.0,64.0,Orthodox,"Dec 19, 1995"
Karine Silva,165.1,125.0,67.0,Orthodox,"Dec 02, 1993"
Erik Silva,175.3,145.0,71.0,Orthodox,"Mar 16, 1987"
Janaina Silva,154.9,115.0,60.0,Orthodox,"Feb 16, 1992"
Jhonata Silva,165.1,125.0,66.0,Orthodox,"Apr 24, 1997"
Danny Silva,180.3,145.0,70.0,Switch,"Jan 30, 1997"
Frank Silva,,125.0,,,"Aug 25, 2004"
Samuel Silva,182.9,155.0,72.0,Orthodox,"Jan 02, 1996"
Douglas Silva de Andrade,170.2,145.0,68.0,Orthodox,"Jun 22, 1985"
Leonardo Silva de Oliveira,188.0,185.0,,Orthodox,"Apr 23, 1992"
Marcus Silveira,190.5,242.0,,Orthodox,"Dec 09, 1964"
Elias Silverio,180.3,155.0,73.0,Orthodox,"Sep 22, 1986"
Sim Kai Xiong,167.6,135.0,67.0,Orthodox,"Sep 06, 1997"
Jamey Simmons,167.6,135.0,70.0,Orthodox,"Sep 11, 1992"
Ricky Simon,167.6,135.0,69.0,Orthodox,"Aug 31, 1992"
Aaron Simpson,182.9,170.0,73.0,Orthodox,"Jul 20, 1974"
Wes Sims,208.3,260.0,,Orthodox,"Aug 04, 1979"
Marlon Sims,,170.0,,,"Jan 18, 1974"
Tony Sims,180.3,155.0,70.0,Southpaw,"Oct 14, 1985"
Everett Sims,195.6,260.0,77.0,Southpaw,"Sep 04, 1988"
Lodune Sincaid,175.3,185.0,,Orthodox,"May 07, 1973"
Rob Sinclair,172.7,155.0,,,"Feb 20, 1980"
Rory Singer,188.0,185.0,77.0,Orthodox,"May 28, 1976"
Rana Rudra Pratap Singh,177.8,135.0,69.0,Orthodox,"May 09, 1997"
Kiran Singh,154.9,115.0,65.0,Orthodox,"Jul 25, 2000"
Elvis Sinosic,190.5,205.0,77.0,Orthodox,"Feb 13, 1971"
Mitchell Sipe,188.0,245.0,,Orthodox,"Apr 09, 1996"
Gian Siqueira,185.4,170.0,74.0,Orthodox,"Jun 23, 1994"
Jeremia Siregar,157.5,125.0,63.0,Orthodox,"Jul 27, 1991"
AJ Siscoe,170.2,135.0,,,
Yokthai Sithoar,170.2,143.0,,,"Dec 25, 1974"
Jeri Sitzes,165.1,125.0,,,
Dennis Siver,167.6,145.0,70.0,Orthodox,"Jan 13, 1979"
Chas Skelly,180.3,145.0,72.0,Orthodox,"May 11, 1985"
Matt Skelton,190.5,265.0,,Orthodox,"Jan 23, 1967"
Zach Skinner,167.6,145.0,,Orthodox,
Brian Sleeman,172.7,185.0,,,
Joe Slick,182.9,199.0,,Orthodox,"Oct 17, 1977"
Ray Sloan,185.4,205.0,,,"Jul 14, 1985"
Kestutis Smirnovas,177.8,200.0,,Orthodox,"Apr 08, 1976"
Maurice Smith,188.0,221.0,,Orthodox,"Dec 13, 1961"
Patrick Smith,188.0,225.0,,Orthodox,"Aug 28, 1963"
Scott Smith,182.9,185.0,70.0,Orthodox,"May 21, 1979"
Eric Smith,,,,Southpaw,
Josh Smith,182.9,155.0,,Orthodox,"Jul 02, 1982"
David Smith,,155.0,,,
Adam Smith,,,,,
Dillon Smith,182.9,170.0,,,"Jan 07, 1984"
Trevor Smith,190.5,185.0,75.0,Orthodox,"Jan 05, 1981"
Anthony Smith,193.0,205.0,76.0,Orthodox,"Jul 26, 1988"
Colton Smith,182.9,155.0,71.0,Orthodox,"Aug 14, 1987"
Gilbert Smith,175.3,185.0,,Southpaw,"Oct 19, 1981"
Leslie Smith,175.3,135.0,66.0,Orthodox,"Aug 17, 1982"
Devonte Smith,175.3,155.0,76.0,Orthodox,"Jul 30, 1993"
Cole Smith,180.3,135.0,67.0,Orthodox,"Apr 05, 1989"
Nate Smith,167.6,125.0,69.0,Switch,"Apr 09, 1995"
Braxton Smith,180.3,257.0,72.0,Orthodox,"Jan 01, 1990"
Elijah Smith,175.3,135.0,71.0,Orthodox,"Sep 05, 2002"
Jacobe Smith,177.8,170.0,72.0,Southpaw,"Jan 17, 1996"
Walter Smith-Cotito,172.7,135.0,,,
Justin Smitley,,145.0,,,
Dmitrii Smoliakov,188.0,253.0,74.0,Switch,"Aug 05, 1982"
Louis Smolka,175.3,135.0,68.0,Orthodox,"Jul 16, 1991"
Cameron Smotherman,175.3,135.0,69.0,Orthodox,"Sep 17, 1997"
Shimon Smotritsky,188.0,170.0,74.0,Orthodox,"Aug 22, 2000"
Richie Smullen,175.3,155.0,68.0,Orthodox,"Aug 17, 1991"
Devin Smyth,177.8,170.0,72.0,Switch,"Jul 21, 1995"
Denis Sobolev,190.5,216.0,,Orthodox,"Aug 26, 1975"
Peter Sobotta,182.9,170.0,75.0,Southpaw,"Jan 11, 1987"
Renato Sobral,185.4,205.0,75.0,Orthodox,"Sep 07, 1975"
Rameau Thierry Sokoudjou,177.8,205.0,78.0,Orthodox,"Apr 18, 1984"
Axel Sola,188.0,155.0,74.0,Southpaw,"Sep 17, 1997"
Alexander Soldatkin,188.0,250.0,75.0,Orthodox,"Jun 10, 1993"
Joe Solecki,175.3,155.0,70.0,Orthodox,"Aug 27, 1993"
Chris Solomon,180.3,155.0,,,
Joe Son,162.6,236.0,,Orthodox,"Nov 22, 1970"
Paul Song,,185.0,,,"Jan 20, 1987"
Song Kenan,182.9,170.0,71.0,Orthodox,"Mar 10, 1990"
Song Yadong,172.7,135.0,67.0,Orthodox,"Dec 02, 1997"
YoungJae Song,170.2,145.0,70.0,Orthodox,"Jan 03, 1996"
Hyeonjong Song,,135.0,,,"Apr 23, 2002"
Emrah Sonmez,177.8,145.0,71.0,Orthodox,"Jun 26, 1992"
Chael Sonnen,185.4,205.0,73.0,Southpaw,"Apr 03, 1977"
Cody Sons,175.3,205.0,,,
Jin Soo Son,167.6,135.0,69.0,Orthodox,"Apr 01, 1993"
Benardo Sopaj,167.6,135.0,66.0,Orthodox,"Sep 25, 2000"
Emiliano Sordi,188.0,205.0,,Orthodox,"Feb 15, 1991"
Sean Soriano,175.3,145.0,70.0,Orthodox,"Oct 06, 1989"
Punahele Soriano,180.3,170.0,72.0,Southpaw,"Nov 22, 1992"
Hecher Sosa,175.3,135.0,70.0,Orthodox,"Aug 25, 1995"
Dmitry Sosnovskiy,190.5,240.0,77.0,Orthodox,"Jul 06, 1989"
Ben Sosoli,182.9,265.0,72.0,Southpaw,"Dec 10, 1989"
Krzysztof Soszynski,185.4,205.0,77.0,Open Stance,"Aug 02, 1977"
George Sotiropoulos,177.8,155.0,71.0,Orthodox,"Jul 09, 1977"
Greg Soto,180.3,170.0,73.0,Orthodox,"Jun 03, 1986"
Alex Soto,172.7,135.0,,Southpaw,"Feb 15, 1984"
Joe Soto,167.6,135.0,65.0,Orthodox,"Mar 22, 1987"
Mario Soto,182.9,145.0,,,
Andre Soukhamthath,175.3,135.0,70.0,Orthodox,"Oct 23, 1988"
Mario Sousa,190.5,185.0,79.0,Orthodox,"Oct 20, 1996"
Manoel Sousa,175.3,155.0,70.0,Orthodox,"Jun 04, 1997"
Bobby Southworth,188.0,205.0,,Orthodox,"Dec 16, 1969"
Jacare Souza,185.4,185.0,72.0,Orthodox,"Dec 07, 1979"
Edimilson Souza,182.9,145.0,74.0,Orthodox,"Oct 17, 1984"
Livinha Souza,160.0,115.0,63.0,Orthodox,"Mar 11, 1991"
Bruno Souza,177.8,145.0,70.0,Orthodox,"Mar 07, 1996"
Ketlen Souza,160.0,115.0,63.0,Orthodox,"Aug 18, 1994"
Heraldo Souza,180.3,185.0,73.0,Orthodox,"Dec 15, 1994"
Charon Spain,175.3,155.0,,,"Mar 11, 1988"
Chris Spang,188.0,170.0,,Orthodox,"Nov 26, 1987"
Andreas Spang,185.4,185.0,,,"Nov 07, 1978"
Ryan Spann,195.6,205.0,79.0,Orthodox,"Aug 24, 1991"
Ron Sparks,195.6,265.0,,,
Tommy Speer,177.8,170.0,71.0,Orthodox,"Aug 20, 1984"
Patrick Speight,185.4,170.0,,Orthodox,
Sean Spencer,177.8,170.0,74.0,Orthodox,"Jun 25, 1987"
Felicia Spencer,167.6,145.0,68.0,Orthodox,"Nov 29, 1990"
Sam Spengler,180.3,185.0,,Orthodox,"Apr 04, 1976"
Nick Sperling,,135.0,,,
Mario Sperry,188.0,205.0,,Orthodox,"Sep 28, 1966"
Eric Spicely,185.4,185.0,73.0,Orthodox,"Sep 29, 1986"
Waachiim Spiritwolf,172.7,170.0,,,"Jan 01, 1976"
Daniel Spitz,200.7,245.0,82.0,Orthodox,"Jul 31, 1990"
Serghei Spivac,190.5,260.0,78.0,Orthodox,"Jan 24, 1995"
Daniel Spohn,193.0,205.0,79.0,Southpaw,"Oct 12, 1984"
Pete Spratt,175.3,170.0,,Orthodox,"Jan 09, 1971"
Austin Springer,172.7,145.0,71.0,Orthodox,"May 12, 1987"
Georges St-Pierre,180.3,185.0,76.0,Orthodox,"May 19, 1981"
Bobby Stack,175.3,155.0,,Orthodox,
Andreas Stahl,180.3,170.0,,Orthodox,"May 20, 1988"
Ron Stallings,188.0,170.0,75.0,Southpaw,"Jan 25, 1983"
Cody Stamann,167.6,135.0,64.0,Orthodox,"Nov 09, 1989"
Cristina Stanciu,160.0,115.0,,Orthodox,"Mar 29, 1994"
